hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,external_gene_name
CRADD,ENSG00000169372,ENSMUSG00000045867,Cradd
TAPT1,ENSG00000169762,ENSMUSG00000046985,Tapt1
ZNF764,ENSG00000169951,ENSMUSG00000045757,Zfp764
ZNF747,ENSG00000169955,ENSMUSG00000045757,Zfp764
NIPA1,ENSG00000170113,ENSMUSG00000047037,Nipa1
SLC16A5,ENSG00000170190,ENSMUSG00000045775,Slc16a5
RIOX1,ENSG00000170468,ENSMUSG00000046791,Riox1
SERPINB9,ENSG00000170542,ENSMUSG00000045827,Serpinb9
LRRC8E,ENSG00000171017,ENSMUSG00000046589,Lrrc8e
SCAND1,ENSG00000171222,ENSMUSG00000046229,Scand1
LRRC8D,ENSG00000171492,ENSMUSG00000046079,Lrrc8d
CXXC5,ENSG00000171604,ENSMUSG00000046668,Cxxc5
VAT1L,ENSG00000171724,ENSMUSG00000046844,Vat1l
TEFM,ENSG00000172171,ENSMUSG00000046909,Tefm
STARD5,ENSG00000172345,ENSMUSG00000046027,Stard5
DNAJB7,ENSG00000172404,ENSMUSG00000047108,Dnajb7
FUT10,ENSG00000172728,ENSMUSG00000046152,Fut10
ZBTB21,ENSG00000173276,ENSMUSG00000046962,Zbtb21
PPP1R3B,ENSG00000173281,ENSMUSG00000046794,Ppp1r3b
SPSB4,ENSG00000175093,ENSMUSG00000046997,Spsb4
ZNF654,ENSG00000175105,ENSMUSG00000047141,Zfp654
PPM1E,ENSG00000175175,ENSMUSG00000046442,Ppm1e
GPR156,ENSG00000175697,ENSMUSG00000046961,Gpr156
B3GNTL1,ENSG00000175711,ENSMUSG00000046605,B3gntl1
SFN,ENSG00000175793,ENSMUSG00000047281,Sfn
GAPT,ENSG00000175857,ENSMUSG00000046006,Gapt
UNC119B,ENSG00000175970,ENSMUSG00000046562,Unc119b
EID2,ENSG00000176396,ENSMUSG00000046058,Eid2
CLEC14A,ENSG00000176435,ENSMUSG00000045930,Clec14a
PRR15,ENSG00000176532,ENSMUSG00000045725,Prr15
FOXC2,ENSG00000176692,ENSMUSG00000046714,Foxc2
OR51V1,ENSG00000176742,ENSMUSG00000045780,Or51v8
BASP1,ENSG00000176788,ENSMUSG00000045763,Basp1
SCN4B,ENSG00000177098,ENSMUSG00000046480,Scn4b
FAM187B,ENSG00000177558,ENSMUSG00000046826,Fam187b
LRRC75B,ENSG00000178026,ENSMUSG00000046807,Lrrc75b
ZNF518B,ENSG00000178163,ENSMUSG00000046572,Zfp518b
MCMDC2,ENSG00000178460,ENSMUSG00000046101,Mcmdc2
EPM2AIP1,ENSG00000178567,ENSMUSG00000046785,Epm2aip1
TCAIM,ENSG00000179152,ENSMUSG00000046603,Tcaim
C14orf28,ENSG00000179476,ENSMUSG00000047227,Gm527
TSHZ1,ENSG00000179981,ENSMUSG00000046982,Tshz1
TMEM150B,ENSG00000180061,ENSMUSG00000046456,Tmem150b
CCDC66,ENSG00000180376,ENSMUSG00000046753,Ccdc66
H2BC4,ENSG00000180596,ENSMUSG00000047246,H2bc6
YOD1,ENSG00000180667,ENSMUSG00000046404,Yod1
CMTR2,ENSG00000180917,ENSMUSG00000046441,Cmtr2
FAM83H,ENSG00000180921,ENSMUSG00000046761,Fam83h
ZNF322,ENSG00000181315,ENSMUSG00000046351,Zfp322a
NME9,ENSG00000181322,ENSMUSG00000046242,Nme9
LRRC75A,ENSG00000181350,ENSMUSG00000046417,Lrrc75a
TMEM45A,ENSG00000181458,ENSMUSG00000046748,Tmem45a2
ZFP41,ENSG00000181638,ENSMUSG00000047003,Zfp41
C5orf24,ENSG00000181904,ENSMUSG00000045767,B230219D22Rik
CCDC149,ENSG00000181982,ENSMUSG00000045790,Ccdc149
GLTPD2,ENSG00000182327,ENSMUSG00000046811,Gltpd2
MFSD5,ENSG00000182544,ENSMUSG00000045665,Mfsd5
NXPH3,ENSG00000182575,ENSMUSG00000046719,Nxph3
BRICD5,ENSG00000182685,ENSMUSG00000045744,Bricd5
NGRN,ENSG00000182768,ENSMUSG00000047084,Ngrn
CCBE1,ENSG00000183287,ENSMUSG00000046318,Ccbe1
KIAA2026,ENSG00000183354,ENSMUSG00000046138,9930021J03Rik
RBM12B,ENSG00000183808,ENSMUSG00000046667,Rbm12b1
OLIG1,ENSG00000184221,ENSMUSG00000046160,Olig1
TSSC4,ENSG00000184281,ENSMUSG00000045752,Tssc4
WDR27,ENSG00000184465,ENSMUSG00000046991,Wdr27
SERINC4,ENSG00000184716,ENSMUSG00000046110,Serinc4
TRARG1,ENSG00000184811,ENSMUSG00000046275,Trarg1
FAM43A,ENSG00000185112,ENSMUSG00000046546,Fam43a
ZNF445,ENSG00000185219,ENSMUSG00000047036,Zfp445
OLFML2A,ENSG00000185585,ENSMUSG00000046618,Olfml2a
MOSMO,ENSG00000185716,ENSMUSG00000046096,Mosmo
YTHDF3,ENSG00000185728,ENSMUSG00000047213,Ythdf3
GPAT2,ENSG00000186281,ENSMUSG00000046338,Gpat2
GLDN,ENSG00000186417,ENSMUSG00000046167,Gldn
DYNC2H1,ENSG00000187240,ENSMUSG00000047193,Dync2h1
TAF9B,ENSG00000187325,ENSMUSG00000047242,Taf9b
MAGEH1,ENSG00000187601,ENSMUSG00000047238,Mageh1
C19orf67,ENSG00000188032,ENSMUSG00000046408,1700067K01Rik
TMEM215,ENSG00000188133,ENSMUSG00000046593,Tmem215
SMTNL2,ENSG00000188176,ENSMUSG00000045667,Smtnl2
DUSP28,ENSG00000188542,ENSMUSG00000047067,Dusp28
CCDC9B,ENSG00000188549,ENSMUSG00000045838,Ccdc9b
FAM221A,ENSG00000188732,ENSMUSG00000047115,Fam221a
CALHM6,ENSG00000188820,ENSMUSG00000046031,Calhm6
SBSN,ENSG00000189001,ENSMUSG00000046056,Sbsn
RNF222,ENSG00000189051,ENSMUSG00000046490,Rnf222
TOGARAM2,ENSG00000189350,ENSMUSG00000045761,Togaram2
FAT4,ENSG00000196159,ENSMUSG00000046743,Fat4
ZFP62,ENSG00000196670,ENSMUSG00000046311,Zfp62
COL27A1,ENSG00000196739,ENSMUSG00000045672,Col27a1
CDC42SE1,ENSG00000197622,ENSMUSG00000046722,Cdc42se1
MPEG1,ENSG00000197629,ENSMUSG00000046805,Mpeg1
RPL37A,ENSG00000197756,ENSMUSG00000046330,Rpl37a
VPS13A,ENSG00000197969,ENSMUSG00000046230,Vps13a
CLEC9A,ENSG00000197992,ENSMUSG00000046080,Clec9a
TMEM229B,ENSG00000198133,ENSMUSG00000046157,Tmem229b
SPRED2,ENSG00000198369,ENSMUSG00000045671,Spred2
KCNRG,ENSG00000198553,ENSMUSG00000046168,Kcnrg
ZNF830,ENSG00000198783,ENSMUSG00000046010,Zfp830
ZNF358,ENSG00000198816,ENSMUSG00000047264,Zfp358
SPRN,ENSG00000203772,ENSMUSG00000045733,Sprn
SOX18,ENSG00000203883,ENSMUSG00000046470,Sox18
ZNF316,ENSG00000205903,ENSMUSG00000046658,Zfp316
SCAF8,ENSG00000213079,ENSMUSG00000046201,Scaf8
PTPRCAP,ENSG00000213402,ENSMUSG00000045826,Ptprcap
KCTD11,ENSG00000213859,ENSMUSG00000046731,Kctd11
SMCO1,ENSG00000214097,ENSMUSG00000046345,Smco1
LYRM4,ENSG00000214113,ENSMUSG00000046573,Lyrm4
NEURL4,ENSG00000215041,ENSMUSG00000047284,Neurl4
PAM16,ENSG00000217930,ENSMUSG00000045886,Pam16l
FAM185A,ENSG00000222011,ENSMUSG00000047221,Fam185a
JRK,ENSG00000234616,ENSMUSG00000046380,Jrk
IRGM,ENSG00000237693,ENSMUSG00000046879,Irgm1
PNMA2,ENSG00000240694,ENSMUSG00000046204,Pnma2
IFITM10,ENSG00000244242,ENSMUSG00000045777,Ifitm10
MARS2,ENSG00000247626,ENSMUSG00000046994,Mars2
METTL21EP,ENSG00000250878,ENSMUSG00000046828,Mettl21e
THTPA,ENSG00000259431,ENSMUSG00000045691,Thtpa
CD24,ENSG00000272398,ENSMUSG00000047139,Cd24a
PCDHB16,ENSG00000272674,ENSMUSG00000046387,Pcdhb17
USP27X,ENSG00000273820,ENSMUSG00000046269,Usp27x
PIK3R6,ENSG00000276231,ENSMUSG00000046207,Pik3r6
MSANTD5,ENSG00000285891,ENSMUSG00000045942,BC049762
GUCA1ANB,ENSG00000287363,ENSMUSG00000047150,1700001C19Rik
BAIAP3,ENSG00000007516,ENSMUSG00000047507,Baiap3
NR1H4,ENSG00000012504,ENSMUSG00000047638,Nr1h4
PHLDB1,ENSG00000019144,ENSMUSG00000048537,Phldb1
SLC39A9,ENSG00000029364,ENSMUSG00000048833,Slc39a9
ARID4A,ENSG00000032219,ENSMUSG00000048118,Arid4a
GLI2,ENSG00000074047,ENSMUSG00000048402,Gli2
LXN,ENSG00000079257,ENSMUSG00000047557,Lxn
REXO1,ENSG00000079313,ENSMUSG00000047417,Rexo1
PTHLH,ENSG00000087494,ENSMUSG00000048776,Pthlh
SLC35E4,ENSG00000100036,ENSMUSG00000048807,Slc35e4
MCAT,ENSG00000100294,ENSMUSG00000048755,Mcat
TNRC6B,ENSG00000100354,ENSMUSG00000047888,Tnrc6b
RNF24,ENSG00000101236,ENSMUSG00000048911,Rnf24
AHCY,ENSG00000101444,ENSMUSG00000048087,Ahcyl
USP14,ENSG00000101557,ENSMUSG00000047879,Usp14
BEX4,ENSG00000102409,ENSMUSG00000047844,Bex4
LONP2,ENSG00000102910,ENSMUSG00000047866,Lonp2
ZNF85,ENSG00000105750,ENSMUSG00000048280,Zfp738
ZNF738,ENSG00000172687,ENSMUSG00000048280,Zfp738
ZNF678,ENSG00000181450,ENSMUSG00000048280,Zfp738
ZNF724,ENSG00000196081,ENSMUSG00000048280,Zfp738
ZNF681,ENSG00000196172,ENSMUSG00000048280,Zfp738
ZNF682,ENSG00000197124,ENSMUSG00000048280,Zfp738
ZNF695,ENSG00000197472,ENSMUSG00000048280,Zfp738
ZNF727,ENSG00000214652,ENSMUSG00000048280,Zfp738
ZNF736,ENSG00000234444,ENSMUSG00000048280,Zfp738
ABHD17B,ENSG00000107362,ENSMUSG00000047368,Abhd17b
CCDC6,ENSG00000108091,ENSMUSG00000048701,Ccdc6
TBC1D12,ENSG00000108239,ENSMUSG00000048720,Tbc1d12
AKAP10,ENSG00000108599,ENSMUSG00000047804,Akap10
SYNGR2,ENSG00000108639,ENSMUSG00000048277,Syngr2
SELPLG,ENSG00000110876,ENSMUSG00000048163,Selplg
MLEC,ENSG00000110917,ENSMUSG00000048578,Mlec
KCNA1,ENSG00000111262,ENSMUSG00000047976,Kcna1
UST,ENSG00000111962,ENSMUSG00000047712,Ust
PHF13,ENSG00000116273,ENSMUSG00000047777,Phf13
POLR1G,ENSG00000117877,ENSMUSG00000047649,Polr1g
PHF3,ENSG00000118482,ENSMUSG00000048874,Phf3
FBXO30,ENSG00000118496,ENSMUSG00000047648,Fbxo30
FOXO3,ENSG00000118689,ENSMUSG00000048756,Foxo3
FOXO3B,ENSG00000240445,ENSMUSG00000048756,Foxo3
STBD1,ENSG00000118804,ENSMUSG00000047963,Stbd1
GPR68,ENSG00000119714,ENSMUSG00000047415,Gpr68
HOXB3,ENSG00000120093,ENSMUSG00000048763,Hoxb3
PCDHB10,ENSG00000120324,ENSMUSG00000048347,Pcdhb18
PCDHB9,ENSG00000177839,ENSMUSG00000048347,Pcdhb18
ZFP30,ENSG00000120784,ENSMUSG00000047473,Zfp30
UBIAD1,ENSG00000120942,ENSMUSG00000047719,Ubiad1
ARL4A,ENSG00000122644,ENSMUSG00000047446,Arl4a
NEUROD4,ENSG00000123307,ENSMUSG00000048015,Neurod4
FNDC11,ENSG00000125531,ENSMUSG00000047841,Fndc11
DYNLRB1,ENSG00000125971,ENSMUSG00000047459,Dynlrb1
TMEM53,ENSG00000126106,ENSMUSG00000048772,Tmem53
FLRT1,ENSG00000126500,ENSMUSG00000047787,Flrt1
TIMM8A,ENSG00000126953,ENSMUSG00000048007,Timm8a1
OMD,ENSG00000127083,ENSMUSG00000048368,Omd
BCL11B,ENSG00000127152,ENSMUSG00000048251,Bcl11b
A4GALT,ENSG00000128274,ENSMUSG00000047878,A4galt
SPCS3,ENSG00000129128,ENSMUSG00000048040,Arxes2
SPCS3,ENSG00000129128,ENSMUSG00000048355,Arxes1
MIS18BP1,ENSG00000129534,ENSMUSG00000047534,Mis18bp1
ANGPTL8,ENSG00000130173,ENSMUSG00000047822,Angptl8
MTRFR,ENSG00000130921,ENSMUSG00000047635,Mtrfr
PRRG1,ENSG00000130962,ENSMUSG00000047996,Prrg1
GIMAP6,ENSG00000133561,ENSMUSG00000047867,Gimap6
ANKRD16,ENSG00000134461,ENSMUSG00000047909,Ankrd16
NUP42,ENSG00000136243,ENSMUSG00000048439,Nupl2
FGFBP1,ENSG00000137440,ENSMUSG00000048373,Fgfbp1
LRRC49,ENSG00000137821,ENSMUSG00000047766,Lrrc49
MYOF,ENSG00000138119,ENSMUSG00000048612,Myof
ENTPD1,ENSG00000138185,ENSMUSG00000048120,Entpd1
AMIGO2,ENSG00000139211,ENSMUSG00000048218,Amigo2
INHBE,ENSG00000139269,ENSMUSG00000047492,Inhbe
FRMD6,ENSG00000139926,ENSMUSG00000048285,Frmd6
SLC25A47,ENSG00000140107,ENSMUSG00000048856,Slc25a47
MFAP1,ENSG00000140259,ENSMUSG00000048222,Mfap1b
TIMM29,ENSG00000142444,ENSMUSG00000048429,Timm29
ZNF473,ENSG00000142528,ENSMUSG00000048012,Zfp473
RPS8,ENSG00000142937,ENSMUSG00000047675,Rps8
FCRL5,ENSG00000143297,ENSMUSG00000048031,Fcrl5
ISG20L2,ENSG00000143319,ENSMUSG00000048039,Isg20l2
FBXO28,ENSG00000143756,ENSMUSG00000047539,Fbxo28
ARF1,ENSG00000143761,ENSMUSG00000048076,Arf1
OSR1,ENSG00000143867,ENSMUSG00000048387,Osr1
FAM171B,ENSG00000144369,ENSMUSG00000048388,Fam171b
CTDSPL,ENSG00000144677,ENSMUSG00000047409,Ctdspl
LIX1,ENSG00000145721,ENSMUSG00000047786,Lix1
ZC3HAV1L,ENSG00000146858,ENSMUSG00000047749,Zc3hav1l
LANCL3,ENSG00000147036,ENSMUSG00000047344,Lancl3
FBXO10,ENSG00000147912,ENSMUSG00000048232,Fbxo10
PAXX,ENSG00000148362,ENSMUSG00000047617,Paxx
TENM4,ENSG00000149256,ENSMUSG00000048078,Tenm4
TRPT1,ENSG00000149743,ENSMUSG00000047656,Trpt1
DIP2C,ENSG00000151240,ENSMUSG00000048264,Dip2c
ADAMTS12,ENSG00000151388,ENSMUSG00000047497,Adamts12
SACS,ENSG00000151835,ENSMUSG00000048279,Sacs
POU4F1,ENSG00000152192,ENSMUSG00000048349,Pou4f1
C18orf25,ENSG00000152242,ENSMUSG00000047466,8030462N17Rik
INO80C,ENSG00000153391,ENSMUSG00000047989,Ino80c
LURAP1L,ENSG00000153714,ENSMUSG00000048706,Lurap1l
HS3ST3A1,ENSG00000153976,ENSMUSG00000047759,Hs3st3a1
FLACC1,ENSG00000155749,ENSMUSG00000047528,Flacc1
ZNF689,ENSG00000156853,ENSMUSG00000048921,Zfp689
NPM2,ENSG00000158806,ENSMUSG00000047911,Npm2
PSKH1,ENSG00000159792,ENSMUSG00000048310,Pskh1
ZNF233,ENSG00000159915,ENSMUSG00000047603,Zfp235
CXCR5,ENSG00000160683,ENSMUSG00000047880,Cxcr5
FBXL13,ENSG00000161040,ENSMUSG00000048520,Fbxl13
NAGS,ENSG00000161653,ENSMUSG00000048217,Nags
RPL29,ENSG00000162244,ENSMUSG00000048758,Rpl29
TPCN2,ENSG00000162341,ENSMUSG00000048677,Tpcn2
COA7,ENSG00000162377,ENSMUSG00000048351,Coa7
TYW3,ENSG00000162623,ENSMUSG00000047583,Tyw3
RBM15,ENSG00000162775,ENSMUSG00000048109,Rbm15
SNED1,ENSG00000162804,ENSMUSG00000047793,Sned1
TYW5,ENSG00000162971,ENSMUSG00000048495,Tyw5
MSX1,ENSG00000163132,ENSMUSG00000048450,Msx1
RNF149,ENSG00000163162,ENSMUSG00000048234,Rnf149
PYGO2,ENSG00000163348,ENSMUSG00000047824,Pygo2
COL6A3,ENSG00000163359,ENSMUSG00000048126,Col6a3
LMOD1,ENSG00000163431,ENSMUSG00000048096,Lmod1
FBXO40,ENSG00000163833,ENSMUSG00000047746,Fbxo40
CFAP100,ENSG00000163885,ENSMUSG00000048794,Cfap100
RANBP3L,ENSG00000164188,ENSMUSG00000048424,Ranbp3l
CMYA5,ENSG00000164309,ENSMUSG00000047419,Cmya5
CREBRF,ENSG00000164463,ENSMUSG00000048249,Crebrf
DACT2,ENSG00000164488,ENSMUSG00000048826,Dact2
GPR85,ENSG00000164604,ENSMUSG00000048216,Gpr85
BRI3,ENSG00000164713,ENSMUSG00000047843,Bri3
DIRAS2,ENSG00000165023,ENSMUSG00000047842,Diras2
DEPP1,ENSG00000165507,ENSMUSG00000048489,Depp1
BEND7,ENSG00000165626,ENSMUSG00000048186,Bend7
WBP1L,ENSG00000166272,ENSMUSG00000047731,Wbp1l
CYB5R2,ENSG00000166394,ENSMUSG00000048065,Cyb5r2
RIC3,ENSG00000166405,ENSMUSG00000048330,Ric3
ATMIN,ENSG00000166454,ENSMUSG00000047388,Atmin
TMEM41B,ENSG00000166471,ENSMUSG00000047554,Tmem41b
IGF2,ENSG00000167244,ENSMUSG00000048583,Igf2
KMT2D,ENSG00000167548,ENSMUSG00000048154,Kmt2d
TRAPPC9,ENSG00000167632,ENSMUSG00000047921,Trappc9
VPS37C,ENSG00000167987,ENSMUSG00000048832,Vps37c
ATG16L2,ENSG00000168010,ENSMUSG00000047767,Atg16l2
CCDC88B,ENSG00000168071,ENSMUSG00000047810,Ccdc88b
CEP120,ENSG00000168944,ENSMUSG00000048799,Cep120
GJB1,ENSG00000169562,ENSMUSG00000047797,Gjb1
CKAP2L,ENSG00000169607,ENSMUSG00000048327,Ckap2l
BOLA2B,ENSG00000169627,ENSMUSG00000047721,Bola2
BOLA2,ENSG00000183336,ENSMUSG00000047721,Bola2
ZNF768,ENSG00000169957,ENSMUSG00000047371,Zfp768
TIGD4,ENSG00000169989,ENSMUSG00000047819,Tigd4
RNF150,ENSG00000170153,ENSMUSG00000047747,Rnf150
LONRF2,ENSG00000170500,ENSMUSG00000048814,Lonrf2
CDCA4,ENSG00000170779,ENSMUSG00000047832,Cdca4
TADA3,ENSG00000171148,ENSMUSG00000048930,Tada3
P2RY6,ENSG00000171631,ENSMUSG00000048779,P2ry6
GPR82,ENSG00000171657,ENSMUSG00000047678,Gpr82
GPHN,ENSG00000171723,ENSMUSG00000047454,Gphn
RHNO1,ENSG00000171792,ENSMUSG00000048668,Rhno1
CXCR6,ENSG00000172215,ENSMUSG00000048521,Cxcr6
FNDC9,ENSG00000172568,ENSMUSG00000048721,Fndc9
PDP2,ENSG00000172840,ENSMUSG00000048371,Pdp2
DMRT2,ENSG00000173253,ENSMUSG00000048138,Dmrt2
XXYLT1,ENSG00000173950,ENSMUSG00000047434,Xxylt1
LEMD3,ENSG00000174106,ENSMUSG00000048661,Lemd3
RGMB,ENSG00000174136,ENSMUSG00000048027,Rgmb
CYB561D1,ENSG00000174151,ENSMUSG00000048796,Cyb561d1
OR2Y1,ENSG00000174339,ENSMUSG00000047702,Or2y16
TMEM81,ENSG00000174529,ENSMUSG00000048174,Tmem81
B4GAT1,ENSG00000174684,ENSMUSG00000047379,B4gat1
FGFBP3,ENSG00000174721,ENSMUSG00000047632,Fgfbp3
C3orf33,ENSG00000174928,ENSMUSG00000048581,E130311K13Rik
MARCKSL1,ENSG00000175130,ENSMUSG00000047945,Marcksl1
APOF,ENSG00000175336,ENSMUSG00000047631,Apof
CLTB,ENSG00000175416,ENSMUSG00000047547,Cltb
C11orf68,ENSG00000175573,ENSMUSG00000047423,AI837181
TPRN,ENSG00000176058,ENSMUSG00000048707,Tprn
CCDC57,ENSG00000176155,ENSMUSG00000048445,Ccdc57
MYPOP,ENSG00000176182,ENSMUSG00000048481,Mypop
GNG7,ENSG00000176533,ENSMUSG00000048240,Gng7
RNF152,ENSG00000176641,ENSMUSG00000047496,Rnf152
BDNF,ENSG00000176697,ENSMUSG00000048482,Bdnf
CDK5R1,ENSG00000176749,ENSMUSG00000048895,Cdk5r1
SLC38A9,ENSG00000177058,ENSMUSG00000047789,Slc38a9
KCNA3,ENSG00000177272,ENSMUSG00000047959,Kcna3
SAMD9L,ENSG00000177409,ENSMUSG00000047735,Samd9l
TGIF1,ENSG00000177426,ENSMUSG00000047407,Tgif1
ZBTB33,ENSG00000177485,ENSMUSG00000048047,Zbtb33
CRACR2B,ENSG00000177685,ENSMUSG00000048200,Cracr2b
ASB8,ENSG00000177981,ENSMUSG00000048175,Asb8
ODF3B,ENSG00000177989,ENSMUSG00000047394,Odf3b
MLF1,ENSG00000178053,ENSMUSG00000048416,Mlf1
TSSK6,ENSG00000178093,ENSMUSG00000047654,Tssk6
ZNF454,ENSG00000178187,ENSMUSG00000048728,Zfp454
KLHL11,ENSG00000178502,ENSMUSG00000048732,Klhl11
CTXN1,ENSG00000178531,ENSMUSG00000048644,Ctxn1
GP5,ENSG00000178732,ENSMUSG00000047953,Gp5
ERFE,ENSG00000178752,ENSMUSG00000047443,Erfe
EXD1,ENSG00000178997,ENSMUSG00000048647,Exd1
LDLRAD3,ENSG00000179241,ENSMUSG00000048058,Ldlrad3
RTL3,ENSG00000179300,ENSMUSG00000047686,Rtl3
SOCS4,ENSG00000180008,ENSMUSG00000048379,Socs4
NRIP1,ENSG00000180530,ENSMUSG00000048490,Nrip1
SSTR2,ENSG00000180616,ENSMUSG00000047904,Sstr2
GPR157,ENSG00000180758,ENSMUSG00000047875,Gpr157
FKRP,ENSG00000181027,ENSMUSG00000048920,Fkrp
F2R,ENSG00000181104,ENSMUSG00000048376,F2r
TLCD5,ENSG00000181264,ENSMUSG00000048503,Tlcd5
FRAT2,ENSG00000181274,ENSMUSG00000047604,Frat2
FANCB,ENSG00000181544,ENSMUSG00000047757,Fancb
MEX3D,ENSG00000181588,ENSMUSG00000048696,Mex3d
YIPF6,ENSG00000181704,ENSMUSG00000047694,Yipf6
TMEM252,ENSG00000181778,ENSMUSG00000048572,Tmem252
RELL1,ENSG00000181826,ENSMUSG00000047881,Rell1
KIAA2012,ENSG00000182329,ENSMUSG00000047361,Gm973
TSHZ2,ENSG00000182463,ENSMUSG00000047907,Tshz2
MAFA,ENSG00000182759,ENSMUSG00000047591,Mafa
C12orf60,ENSG00000182993,ENSMUSG00000047515,BC049715
CCDC125,ENSG00000183323,ENSMUSG00000048924,Ccdc125
NOG,ENSG00000183691,ENSMUSG00000048616,Nog
LHFPL6,ENSG00000183722,ENSMUSG00000048332,Lhfp
CCR4,ENSG00000183813,ENSMUSG00000047898,Ccr4
TOB2,ENSG00000183864,ENSMUSG00000048546,Tob2
PPP1R2,ENSG00000184203,ENSMUSG00000047714,Ppp1r2
PPP1R2B,ENSG00000231989,ENSMUSG00000047714,Ppp1r2
MROH7,ENSG00000184313,ENSMUSG00000047502,Mroh7
EFNA5,ENSG00000184349,ENSMUSG00000048915,Efna5
CDCA2,ENSG00000184661,ENSMUSG00000048922,Cdca2
RBM33,ENSG00000184863,ENSMUSG00000048271,Rbm33
FLRT2,ENSG00000185070,ENSMUSG00000047414,Flrt2
MFSD6L,ENSG00000185156,ENSMUSG00000048329,Mfsd6l
NAT8L,ENSG00000185818,ENSMUSG00000048142,Nat8l
THNSL1,ENSG00000185875,ENSMUSG00000048550,Thnsl1
KLHL34,ENSG00000185915,ENSMUSG00000047485,Klhl34
DLEU7,ENSG00000186047,ENSMUSG00000048281,Dleu7
CD300LF,ENSG00000186074,ENSMUSG00000047798,Cd300lf
ANKRD46,ENSG00000186106,ENSMUSG00000048307,Ankrd46
CD300E,ENSG00000186407,ENSMUSG00000048498,Cd300e
ARHGAP30,ENSG00000186517,ENSMUSG00000048865,Arhgap30
CYP4F8,ENSG00000186526,ENSMUSG00000048440,Cyp4f16
HEXIM1,ENSG00000186834,ENSMUSG00000048878,Hexim1
TMEM262,ENSG00000187066,ENSMUSG00000047733,Tmem262
PCDHB13,ENSG00000187372,ENSMUSG00000047910,Pcdhb16
ZNF286A,ENSG00000187607,ENSMUSG00000047342,Zfp286
TMEM72,ENSG00000187783,ENSMUSG00000048108,Tmem72
PALM3,ENSG00000187867,ENSMUSG00000047986,Palm3
TPRG1,ENSG00000188001,ENSMUSG00000048399,Tprg
DCUN1D3,ENSG00000188215,ENSMUSG00000048787,Dcun1d3
INSC,ENSG00000188487,ENSMUSG00000048782,Insc
NCCRP1,ENSG00000188505,ENSMUSG00000047586,Nccrp1
TSPYL1,ENSG00000189241,ENSMUSG00000047514,Tspyl1
FAM180A,ENSG00000189320,ENSMUSG00000047420,Fam180a
BNIP5,ENSG00000189325,ENSMUSG00000048905,Bnip5
ZBTB44,ENSG00000196323,ENSMUSG00000047412,Zbtb44
FITM2,ENSG00000197296,ENSMUSG00000048486,Fitm2
MCMBP,ENSG00000197771,ENSMUSG00000048170,Mcmbp
TAF13,ENSG00000197780,ENSMUSG00000048100,Taf13
INKA2,ENSG00000197852,ENSMUSG00000048458,Inka2
CHAMP1,ENSG00000198824,ENSMUSG00000047710,Champ1
C1orf174,ENSG00000198912,ENSMUSG00000047613,A430005L14Rik
GIGYF2,ENSG00000204120,ENSMUSG00000048000,Gigyf2
SMIM5,ENSG00000204323,ENSMUSG00000048442,Smim5
KLK9,ENSG00000213022,ENSMUSG00000047884,Klk9
ZNF407,ENSG00000215421,ENSMUSG00000048410,Zfp407
TRIM16,ENSG00000221926,ENSMUSG00000047821,Trim16
NKX1-2,ENSG00000229544,ENSMUSG00000048528,Nkx1-2
PIRT,ENSG00000233670,ENSMUSG00000048070,Pirt
TMEM229A,ENSG00000234224,ENSMUSG00000048022,Tmem229a
CCDC169,ENSG00000242715,ENSMUSG00000048655,Ccdc169
CCDC187,ENSG00000260220,ENSMUSG00000048038,Ccdc187
DUX4,ENSG00000260596,ENSMUSG00000048502,Duxbl1
SCRT1,ENSG00000261678,ENSMUSG00000048385,Scrt1
ZBTB8B,ENSG00000273274,ENSMUSG00000048485,Zbtb8b
LY6S,ENSG00000291309,ENSMUSG00000047728,Ly6g2
SARM1,ENSG00000004139,ENSMUSG00000050132,Sarm1
FHL1,ENSG00000022267,ENSMUSG00000050035,Fhl4
PREX2,ENSG00000046889,ENSMUSG00000048960,Prex2
FOXC1,ENSG00000054598,ENSMUSG00000050295,Foxc1
OGFR,ENSG00000060491,ENSMUSG00000049401,Ogfr
GLP2R,ENSG00000065325,ENSMUSG00000049928,Glp2r
POLR1A,ENSG00000068654,ENSMUSG00000049553,Polr1a
AFF4,ENSG00000072364,ENSMUSG00000049470,Aff4
TRHDE,ENSG00000072657,ENSMUSG00000050663,Trhde
ARHGAP15,ENSG00000075884,ENSMUSG00000049744,Arhgap15
RAPGEF4,ENSG00000091428,ENSMUSG00000049044,Rapgef4
SCD,ENSG00000099194,ENSMUSG00000050195,Scd4
CATSPERG,ENSG00000099338,ENSMUSG00000049676,Catsperg1
APOL4,ENSG00000100336,ENSMUSG00000050014,Apol10b
APOL1,ENSG00000100342,ENSMUSG00000050014,Apol10b
APOL3,ENSG00000128284,ENSMUSG00000050014,Apol10b
APOL2,ENSG00000128335,ENSMUSG00000050014,Apol10b
VCPKMT,ENSG00000100483,ENSMUSG00000049882,Vcpkmt
ISM2,ENSG00000100593,ENSMUSG00000050671,Ism2
ARMCX3,ENSG00000102401,ENSMUSG00000049047,Armcx3
MYEF2,ENSG00000104177,ENSMUSG00000049230,Myef2l
HAMP,ENSG00000105697,ENSMUSG00000050440,Hamp
